week,time,mansion,floor,classroom,aiteru,post
mon,2,RY,5,565,,
mon,2,RY,5,566,,
mon,2,RY,5,567,,
mon,2,RY,5,568,,
mon,2,RY,5,569,,
mon,2,RY,5,570,,
mon,2,RY,5,571,,
mon,2,RY,5,572,,
mon,2,RY,5,573,,
mon,2,RY,5,574,,
mon,2,RY,5,575,,
mon,2,RY,5,576,,
mon,2,RY,5,577,,
mon,2,RY,5,578,,
mon,2,RY,5,579,,
mon,2,RY,5,580,,
mon,2,RY,5,581,,
mon,2,RY,5,582,,
mon,2,RY,5,583,,
mon,2,RY,5,584,,
mon,2,RY,5,585,,
mon,2,RY,5,586,,
mon,2,H,1,101,n,
mon,2,H,1,102,n,
mon,2,H,1,103,,
mon,2,H,1,104,n,
mon,2,H,1,105,n,
mon,2,H,1,106,n,
mon,2,H,1,107,,
mon,2,H,1,108,,
mon,2,H,1,109,n,
mon,2,H,1,110,n,
mon,2,H,1,111,,
mon,2,H,1,112,n,
mon,2,H,1,113,n,
mon,2,H,1,114,n,
mon,2,H,1,115,,
mon,2,H,2,201,,
mon,2,H,2,202,n,
mon,2,H,2,203,,
mon,2,H,2,204,n,
mon,2,H,2,205,n,
mon,2,H,2,206,n,
mon,2,H,2,207,n,
mon,2,H,2,208,n,
mon,2,H,2,209,n,
mon,2,H,2,210,,
mon,2,H,2,211,n,
mon,2,H,2,212,n,
mon,2,H,2,213,n,
mon,2,H,2,214,n,
mon,2,H,2,215,,
mon,2,H,3,301,,
mon,2,H,3,302,n,
mon,2,H,3,303,,
mon,2,H,3,304,n,
mon,2,H,3,305,n,
mon,2,H,3,306,n,
mon,2,H,3,307,n,
mon,2,H,3,308,n,
mon,2,H,3,309,n,
mon,2,H,3,310,,
mon,2,H,3,311,n,
mon,2,H,3,312,n,
mon,2,H,3,313,n,
mon,2,H,3,314,n,
mon,2,H,3,315,,
mon,2,H,4,401,,
mon,2,H,4,402,,
mon,2,H,4,403,,
mon,2,H,4,404,,
mon,2,H,4,405,,
mon,2,H,4,406,,
mon,2,H,4,407,,
mon,2,H,4,408,,
mon,2,H,4,409,,
mon,2,H,4,410,,
mon,2,H,4,411,,
mon,2,H,4,412,,
mon,2,H,4,413,,
mon,2,H,4,414,,
mon,2,H,4,415,,
mon,2,H,4,416,,
mon,2,H,4,417,,
mon,2,H,4,418,,
mon,2,H,4,419,,
mon,2,H,4,420,,
mon,2,H,4,421,,
mon,2,H,4,422,,
mon,2,H,4,423,,
mon,2,H,4,424,,
mon,2,H,4,425,,
mon,2,H,5,501,,
mon,2,H,5,502,,
mon,2,H,5,503,,
mon,2,H,5,504,,
mon,2,H,5,505,,
mon,2,H,5,506,,
mon,2,H,5,507,,
mon,2,H,5,508,,
mon,2,H,5,509,,
mon,2,H,5,510,,
mon,2,H,5,511,,
mon,2,H,5,512,,
mon,2,H,5,513,,
mon,2,H,5,514,,
mon,2,H,5,515,,
mon,2,H,5,516,,
mon,2,H,5,517,,
mon,2,H,5,518,,
mon,2,H,5,519,,
mon,2,H,5,520,,
mon,2,H,5,521,,
mon,2,H,5,522,,
mon,2,S,1,1,n,
mon,2,S,1,2,,
mon,2,S,1,3,,
mon,2,S,1,4,n,
mon,2,S,2,21,,
mon,2,S,2,22,,
mon,2,S,2,23,,
mon,2,S,2,24,,
mon,2,S,3,30,,
mon,2,S,3,31,,
mon,2,S,3,32,,
mon,2,S,3,33,n,
mon,2,S,3,34,,
mon,2,S,4,401,,
mon,2,S,4,402,,
mon,2,S,4,403,,
mon,2,S,4,404,,
mon,2,S,4,405,,
mon,2,S,4,406,,
mon,2,S,4,407,,
mon,2,S,4,408,,
mon,2,S,4,409,,
mon,2,S,4,410,,
mon,2,S,4,411,,
mon,2,S,4,412,,
mon,2,S,4,413,,
mon,2,S,4,414,,
mon,2,S,4,415,,
mon,2,S,4,416,,
mon,2,S,4,417,,
mon,2,S,4,418,,
mon,2,S,4,419,,
mon,2,S,4,420,,
mon,2,S,4,421,,
mon,2,S,4,422,,
mon,2,S,4,423,,
mon,2,S,4,424,,
mon,2,S,4,425,,
mon,2,S,4,426,,
mon,2,S,4,427,,
mon,2,S,4,428,,
mon,2,S,4,429,,
mon,2,S,5,501,,
mon,2,S,5,502,,
mon,2,S,5,503,,
mon,2,S,5,504,,
mon,2,S,5,505,,
mon,2,S,5,506,,
mon,2,S,5,507,,
mon,2,S,5,508,,
mon,2,S,5,509,,
mon,2,S,5,510,,
mon,2,S,5,511,,
mon,2,S,5,512,,
mon,2,S,5,513,,
mon,2,S,5,514,,
mon,2,S,5,515,,
mon,2,S,5,516,,
mon,2,S,5,517,,
mon,2,S,5,518,,
mon,2,S,5,519,,
mon,2,S,5,520,,
mon,2,S,5,521,,
mon,2,S,5,522,,
mon,2,S,5,523,,
mon,2,S,5,524,,
mon,2,S,5,525,,
mon,2,S,5,526,,
mon,2,S,5,527,,
mon,2,S,5,528,,
mon,2,S,5,529,,
mon,2,S,5,530,,
mon,2,K,2,21,,
mon,2,K,2,22,,
mon,2,K,2,23,,
mon,2,K,2,24,n,
mon,2,K,2,25,,
mon,2,K,3,31,n,
mon,2,K,3,32,n,
mon,2,K,3,33,,
mon,2,K,3,35,n,
mon,2,K,4,41,,
mon,2,K,4,42,n,
mon,2,K,4,43,,
mon,2,K,4,44,,
mon,2,K,4,45,,
mon,2,K,4,46,n,
mon,2,K,4,47,,
mon,2,K,4,48,,
mon,2,K,4,49,,
mon,2,M,1,1,n,
mon,2,M,1,3,,
mon,2,M,1,4,,
mon,2,M,1,5,,
mon,2,M,3,301,,
mon,2,M,3,302,,
mon,2,M,3,303,,
mon,2,M,3,304,,
mon,2,M,3,305,,
mon,2,M,3,306,,
mon,2,M,3,307,,
mon,2,M,3,309,,
mon,2,M,4,401,,
mon,2,F,1,101,,
mon,2,F,1,102,n,
mon,2,F,1,103,,
mon,2,F,1,104,,
mon,2,F,1,105,,
mon,2,F,1,106,,
mon,2,F,1,107,,
mon,2,F,2,201,,
mon,2,F,2,202,,
mon,2,F,2,203,,
mon,2,F,2,204,,
mon,2,F,2,205,,
mon,2,F,2,206,,
mon,2,F,2,207,,
mon,2,F,2,208,,
